"state","puma22","zcta","stab","ZIPName","PUMA22name","pop20","afact"
"State code","PUMA (2022)","ZIP census tabulation area","State abbr.","ZIP Code name","PUMA22 name","Total population (2020 Census)","puma22-to-zcta allocation factor"
"53","20501","98930","WA","Grandview, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",928,0.0079 
"53","20501","98944","WA","Sunnyside, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",54,0.0005 
"53","20501","99301","WA","Pasco, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",12876,0.1101 
"53","20501","99320","WA","Benton City, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",9943,0.085 
"53","20501","99323","WA","Burbank, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",3882,0.0332 
"53","20501","99324","WA","College Place, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",10226,0.0874 
"53","20501","99326","WA","Connell, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",6240,0.0533 
"53","20501","99329","WA","Dixie, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",206,0.0018 
"53","20501","99330","WA","Eltopia, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",1061,0.0091 
"53","20501","99335","WA","Kahlotus, WA (PO boxes)","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",240,0.0021 
"53","20501","99337","WA","Kennewick, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",46,0.0004 
"53","20501","99338","WA","Kennewick, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",4841,0.0414 
"53","20501","99343","WA","Mesa, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",3206,0.0274 
"53","20501","99344","WA","Othello, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",714,0.0061 
"53","20501","99345","WA","Paterson, WA (PO boxes)","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",159,0.0014 
"53","20501","99346","WA","Plymouth, WA (PO boxes)","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",345,0.0029 
"53","20501","99348","WA","Prescott, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",1667,0.0142 
"53","20501","99350","WA","Prosser, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",12935,0.1106 
"53","20501","99352","WA","Richland, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",193,0.0016 
"53","20501","99353","WA","West Richland, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",615,0.0053 
"53","20501","99360","WA","Touchet, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",1428,0.0122 
"53","20501","99361","WA","Waitsburg, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",1822,0.0156 
"53","20501","99362","WA","Walla Walla, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",43184,0.3691 
"53","20501","99363","WA","Wallula, WA (PO boxes)","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",169,0.0014 
"53","20501","99371","WA","Washtucna, WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",16,0.0001 
"53","20502","99336","WA","Kennewick, WA","Benton County (East Central)--Kennewick & Richland (South) Cities",51127,0.4117 
"53","20502","99337","WA","Kennewick, WA","Benton County (East Central)--Kennewick & Richland (South) Cities",33412,0.269 
"53","20502","99338","WA","Kennewick, WA","Benton County (East Central)--Kennewick & Richland (South) Cities",14276,0.115 
"53","20502","99352","WA","Richland, WA","Benton County (East Central)--Kennewick & Richland (South) Cities",25371,0.2043 
"53","20503","99301","WA","Pasco, WA","Franklin & Benton Counties--Pasco, Richland (North) & West Richland Cities",72396,0.5791 
"53","20503","99320","WA","Benton City, WA","Franklin & Benton Counties--Pasco, Richland (North) & West Richland Cities",272,0.0022 
"53","20503","99352","WA","Richland, WA","Franklin & Benton Counties--Pasco, Richland (North) & West Richland Cities",10198,0.0816 
"53","20503","99353","WA","West Richland, WA","Franklin & Benton Counties--Pasco, Richland (North) & West Richland Cities",17319,0.1385 
"53","20503","99354","WA","Richland, WA","Franklin & Benton Counties--Pasco, Richland (North) & West Richland Cities",24839,0.1987 
"53","20700"," ","WA","[not in a ZCTA]","Chelan & Douglas Counties",1,0 
"53","20700","98801","WA","Wenatchee, WA","Chelan & Douglas Counties",44970,0.3686 
"53","20700","98802","WA","East Wenatchee, WA","Chelan & Douglas Counties",32378,0.2654 
"53","20700","98811","WA","Ardenvoir, WA (PO boxes)","Chelan & Douglas Counties",76,0.0006 
"53","20700","98812","WA","Brewster, WA","Chelan & Douglas Counties",1300,0.0107 
"53","20700","98813","WA","Bridgeport, WA","Chelan & Douglas Counties",2226,0.0182 
"53","20700","98815","WA","Cashmere, WA","Chelan & Douglas Counties",7804,0.064 
"53","20700","98816","WA","Chelan, WA","Chelan & Douglas Counties",7022,0.0576 
"53","20700","98817","WA","Chelan Falls, WA (PO boxes)","Chelan & Douglas Counties",366,0.003 
"53","20700","98821","WA","Dryden, WA (PO boxes)","Chelan & Douglas Counties",434,0.0036 
"53","20700","98822","WA","Entiat, WA","Chelan & Douglas Counties",2253,0.0185 
"53","20700","98823","WA","Ephrata, WA","Chelan & Douglas Counties",121,0.001 
"53","20700","98826","WA","Leavenworth, WA","Chelan & Douglas Counties",7280,0.0597 
"53","20700","98828","WA","Malaga, WA","Chelan & Douglas Counties",2407,0.0197 
"53","20700","98830","WA","Mansfield, WA","Chelan & Douglas Counties",531,0.0044 
"53","20700","98831","WA","Manson, WA","Chelan & Douglas Counties",3955,0.0324 
"53","20700","98836","WA","Monitor, WA (PO boxes)","Chelan & Douglas Counties",515,0.0042 
"53","20700","98843","WA","Orondo, WA","Chelan & Douglas Counties",2074,0.017 
"53","20700","98845","WA","Palisades, WA","Chelan & Douglas Counties",138,0.0011 
"53","20700","98846","WA","Pateros, WA","Chelan & Douglas Counties",15,0.0001 
"53","20700","98847","WA","Peshastin, WA","Chelan & Douglas Counties",1885,0.0154 
"53","20700","98848","WA","Quincy, WA","Chelan & Douglas Counties",71,0.0006 
"53","20700","98850","WA","Rock Island, WA","Chelan & Douglas Counties",1964,0.0161 
"53","20700","98852","WA","Stehekin, WA (PO boxes)","Chelan & Douglas Counties",91,0.0007 
"53","20700","98858","WA","Waterville, WA","Chelan & Douglas Counties",1620,0.0133 
"53","20700","99115","WA","Coulee City, WA","Chelan & Douglas Counties",203,0.0017 
"53","20700","99116","WA","Coulee Dam, WA","Chelan & Douglas Counties",200,0.0016 
"53","20700","99133","WA","Grand Coulee, WA","Chelan & Douglas Counties",112,0.0009 
"53","20900","98305","WA","Beaver, WA","Clallam & Jefferson Counties",481,0.0044 
"53","20900","98320","WA","Brinnon, WA","Clallam & Jefferson Counties",1341,0.0122 
"53","20900","98325","WA","Chimacum, WA","Clallam & Jefferson Counties",1837,0.0167 
"53","20900","98326","WA","Clallam Bay, WA","Clallam & Jefferson Counties",1374,0.0125 
"53","20900","98331","WA","Forks, WA","Clallam & Jefferson Counties",5952,0.054 
"53","20900","98339","WA","Port Hadlock, WA","Clallam & Jefferson Counties",3805,0.0345 
"53","20900","98350","WA","La Push, WA (PO boxes)","Clallam & Jefferson Counties",404,0.0037 
"53","20900","98357","WA","Neah Bay, WA (PO boxes)","Clallam & Jefferson Counties",1708,0.0155 
"53","20900","98358","WA","Nordland, WA","Clallam & Jefferson Counties",995,0.009 
"53","20900","98362","WA","Port Angeles, WA","Clallam & Jefferson Counties",23571,0.214 
"53","20900","98363","WA","Port Angeles, WA","Clallam & Jefferson Counties",14086,0.1279 
"53","20900","98365","WA","Port Ludlow, WA","Clallam & Jefferson Counties",5058,0.0459 
"53","20900","98368","WA","Port Townsend, WA","Clallam & Jefferson Counties",16567,0.1504 
"53","20900","98376","WA","Quilcene, WA","Clallam & Jefferson Counties",2130,0.0193 
"53","20900","98381","WA","Sekiu, WA","Clallam & Jefferson Counties",318,0.0029 
"53","20900","98382","WA","Sequim, WA","Clallam & Jefferson Counties",30505,0.277 
"53","21101","98601","WA","Amboy, WA","Clark County (North)--Battle Ground City & Orchards",3108,0.0228 
"53","21101","98604","WA","Battle Ground, WA","Clark County (North)--Battle Ground City & Orchards",38245,0.28 
"53","21101","98606","WA","Brush Prairie, WA","Clark County (North)--Battle Ground City & Orchards",9868,0.0722 
"53","21101","98607","WA","Camas, WA","Clark County (North)--Battle Ground City & Orchards",2892,0.0212 
"53","21101","98629","WA","La Center, WA","Clark County (North)--Battle Ground City & Orchards",9586,0.0702 
"53","21101","98642","WA","Ridgefield, WA","Clark County (North)--Battle Ground City & Orchards",19220,0.1407 
"53","21101","98662","WA","Vancouver, WA","Clark County (North)--Battle Ground City & Orchards",13123,0.0961 
"53","21101","98671","WA","Washougal, WA","Clark County (North)--Battle Ground City & Orchards",722,0.0053 
"53","21101","98674","WA","Woodland, WA","Clark County (North)--Battle Ground City & Orchards",3065,0.0224 
"53","21101","98675","WA","Yacolt, WA","Clark County (North)--Battle Ground City & Orchards",7688,0.0563 
"53","21101","98682","WA","Vancouver, WA","Clark County (North)--Battle Ground City & Orchards",27832,0.2037 
"53","21101","98685","WA","Vancouver, WA","Clark County (North)--Battle Ground City & Orchards",1053,0.0077 
"53","21101","98686","WA","Vancouver, WA","Clark County (North)--Battle Ground City & Orchards",203,0.0015 
"53","21102","98607","WA","Camas, WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",32162,0.2702 
"53","21102","98671","WA","Washougal, WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",21114,0.1774 
"53","21102","98682","WA","Vancouver, WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",20971,0.1762 
"53","21102","98683","WA","Vancouver, WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",24060,0.2021 
"53","21102","98684","WA","Vancouver, WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",20727,0.1741 
"53","21103","98660","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",12735,0.1051 
"53","21103","98661","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",23550,0.1944 
"53","21103","98662","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",5677,0.0469 
"53","21103","98663","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",15188,0.1254 
"53","21103","98664","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",24120,0.1991 
"53","21103","98665","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",448,0.0037 
"53","21103","98682","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",16631,0.1373 
"53","21103","98683","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",9824,0.0811 
"53","21103","98684","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",12932,0.1067 
"53","21103","98685","WA","Vancouver, WA","Clark County (Southwest)--Vancouver City (West & Central)",43,0.0004 
"53","21104","98642","WA","Ridgefield, WA","Clark County (West Central)--Salmon Creek & Hazel Dell",4465,0.0353 
"53","21104","98661","WA","Vancouver, WA","Clark County (West Central)--Salmon Creek & Hazel Dell",25433,0.201 
"53","21104","98662","WA","Vancouver, WA","Clark County (West Central)--Salmon Creek & Hazel Dell",18334,0.1449 
"53","21104","98665","WA","Vancouver, WA","Clark County (West Central)--Salmon Creek & Hazel Dell",28332,0.2239 
"53","21104","98685","WA","Vancouver, WA","Clark County (West Central)--Salmon Creek & Hazel Dell",28701,0.2268 
"53","21104","98686","WA","Vancouver, WA","Clark County (West Central)--Salmon Creek & Hazel Dell",21259,0.168 
"53","21500","98527","WA","Bay Center, WA (PO boxes)","Cowlitz, Pacific, & Wahkiakum Counties",332,0.0024 
"53","21500","98537","WA","Cosmopolis, WA","Cowlitz, Pacific, & Wahkiakum Counties",137,0.001 
"53","21500","98547","WA","Grayland, WA","Cowlitz, Pacific, & Wahkiakum Counties",597,0.0043 
"53","21500","98577","WA","Raymond, WA","Cowlitz, Pacific, & Wahkiakum Counties",6708,0.0484 
"53","21500","98581","WA","Ryderwood, WA","Cowlitz, Pacific, & Wahkiakum Counties",421,0.003 
"53","21500","98586","WA","South Bend, WA","Cowlitz, Pacific, & Wahkiakum Counties",1981,0.0143 
"53","21500","98590","WA","Tokeland, WA","Cowlitz, Pacific, & Wahkiakum Counties",376,0.0027 
"53","21500","98601","WA","Amboy, WA","Cowlitz, Pacific, & Wahkiakum Counties",204,0.0015 
"53","21500","98603","WA","Ariel, WA","Cowlitz, Pacific, & Wahkiakum Counties",1018,0.0073 
"53","21500","98609","WA","Carrolls, WA","Cowlitz, Pacific, & Wahkiakum Counties",65,0.0005 
"53","21500","98611","WA","Castle Rock, WA","Cowlitz, Pacific, & Wahkiakum Counties",10165,0.0734 
"53","21500","98612","WA","Cathlamet, WA","Cowlitz, Pacific, & Wahkiakum Counties",3032,0.0219 
"53","21500","98614","WA","Chinook, WA (PO boxes)","Cowlitz, Pacific, & Wahkiakum Counties",651,0.0047 
"53","21500","98616","WA","Cougar, WA","Cowlitz, Pacific, & Wahkiakum Counties",160,0.0012 
"53","21500","98621","WA","Grays River, WA","Cowlitz, Pacific, & Wahkiakum Counties",253,0.0018 
"53","21500","98624","WA","Ilwaco, WA","Cowlitz, Pacific, & Wahkiakum Counties",1305,0.0094 
"53","21500","98625","WA","Kalama, WA","Cowlitz, Pacific, & Wahkiakum Counties",7413,0.0535 
"53","21500","98626","WA","Kelso, WA","Cowlitz, Pacific, & Wahkiakum Counties",26291,0.1898 
"53","21500","98631","WA","Long Beach, WA","Cowlitz, Pacific, & Wahkiakum Counties",3704,0.0267 
"53","21500","98632","WA","Longview, WA","Cowlitz, Pacific, & Wahkiakum Counties",50721,0.3662 
"53","21500","98638","WA","Naselle, WA","Cowlitz, Pacific, & Wahkiakum Counties",1555,0.0112 
"53","21500","98640","WA","Ocean Park, WA","Cowlitz, Pacific, & Wahkiakum Counties",5140,0.0371 
"53","21500","98641","WA","Oysterville, WA (PO boxes)","Cowlitz, Pacific, & Wahkiakum Counties",204,0.0015 
"53","21500","98643","WA","Rosburg, WA","Cowlitz, Pacific, & Wahkiakum Counties",403,0.0029 
"53","21500","98644","WA","Seaview, WA (PO boxes)","Cowlitz, Pacific, & Wahkiakum Counties",887,0.0064 
"53","21500","98645","WA","Silverlake, WA","Cowlitz, Pacific, & Wahkiakum Counties",1811,0.0131 
"53","21500","98647","WA","Skamokawa, WA","Cowlitz, Pacific, & Wahkiakum Counties",499,0.0036 
"53","21500","98649","WA","Toutle, WA","Cowlitz, Pacific, & Wahkiakum Counties",1134,0.0082 
"53","21500","98674","WA","Woodland, WA","Cowlitz, Pacific, & Wahkiakum Counties",11350,0.0819 
"53","22500"," ","WA","[not in a ZCTA]","Grant & Kittitas Counties",4,0 
"53","22500","98068","WA","Snoqualmie Pass, WA (PO boxes)","Grant & Kittitas Counties",397,0.0028 
"53","22500","98823","WA","Ephrata, WA","Grant & Kittitas Counties",12272,0.0855 
"53","22500","98824","WA","George, WA (PO boxes)","Grant & Kittitas Counties",160,0.0011 
"53","22500","98828","WA","Malaga, WA","Grant & Kittitas Counties",12,0.0001 
"53","22500","98832","WA","Marlin, WA","Grant & Kittitas Counties",328,0.0023 
"53","22500","98837","WA","Moses Lake, WA","Grant & Kittitas Counties",46262,0.3225 
"53","22500","98848","WA","Quincy, WA","Grant & Kittitas Counties",13321,0.0929 
"53","22500","98851","WA","Soap Lake, WA","Grant & Kittitas Counties",4472,0.0312 
"53","22500","98853","WA","Stratford, WA (PO boxes)","Grant & Kittitas Counties",79,0.0006 
"53","22500","98857","WA","Warden, WA","Grant & Kittitas Counties",3686,0.0257 
"53","22500","98860","WA","Wilson Creek, WA (PO boxes)","Grant & Kittitas Counties",259,0.0018 
"53","22500","98901","WA","Yakima, WA","Grant & Kittitas Counties",58,0.0004 
"53","22500","98922","WA","Cle Elum, WA","Grant & Kittitas Counties",6817,0.0475 
"53","22500","98925","WA","Easton, WA (PO boxes)","Grant & Kittitas Counties",608,0.0042 
"53","22500","98926","WA","Ellensburg, WA","Grant & Kittitas Counties",32085,0.2237 
"53","22500","98934","WA","Kittitas, WA (PO boxes)","Grant & Kittitas Counties",1164,0.0081 
"53","22500","98940","WA","Ronald, WA (PO boxes)","Grant & Kittitas Counties",933,0.0065 
"53","22500","98941","WA","Roslyn, WA (PO boxes)","Grant & Kittitas Counties",988,0.0069 
"53","22500","98943","WA","South Cle Elum, WA (PO boxes)","Grant & Kittitas Counties",574,0.004 
"53","22500","98946","WA","Thorp, WA","Grant & Kittitas Counties",488,0.0034 
"53","22500","98950","WA","Vantage, WA (PO boxes)","Grant & Kittitas Counties",209,0.0015 
"53","22500","99103","WA","Almira, WA","Grant & Kittitas Counties",36,0.0003 
"53","22500","99115","WA","Coulee City, WA","Grant & Kittitas Counties",1024,0.0071 
"53","22500","99123","WA","Electric City, WA","Grant & Kittitas Counties",1063,0.0074 
"53","22500","99133","WA","Grand Coulee, WA","Grant & Kittitas Counties",1087,0.0076 
"53","22500","99135","WA","Hartline, WA","Grant & Kittitas Counties",288,0.002 
"53","22500","99321","WA","Beverly, WA","Grant & Kittitas Counties",669,0.0047 
"53","22500","99344","WA","Othello, WA","Grant & Kittitas Counties",1917,0.0134 
"53","22500","99349","WA","Mattawa, WA","Grant & Kittitas Counties",7960,0.0555 
"53","22500","99357","WA","Royal City, WA","Grant & Kittitas Counties",4240,0.0296 
"53","22700","98312","WA","Bremerton, WA","Grays Harbor & Mason Counties",35,0.0002 
"53","22700","98380","WA","Seabeck, WA","Grays Harbor & Mason Counties",5,0 
"53","22700","98502","WA","Olympia, WA","Grays Harbor & Mason Counties",76,0.0005 
"53","22700","98520","WA","Aberdeen, WA","Grays Harbor & Mason Counties",24086,0.1704 
"53","22700","98524","WA","Allyn, WA","Grays Harbor & Mason Counties",3551,0.0251 
"53","22700","98526","WA","Amanda Park, WA","Grays Harbor & Mason Counties",276,0.002 
"53","22700","98528","WA","Belfair, WA","Grays Harbor & Mason Counties",11034,0.0781 
"53","22700","98535","WA","Copalis Beach, WA","Grays Harbor & Mason Counties",529,0.0037 
"53","22700","98536","WA","Copalis Crossing, WA","Grays Harbor & Mason Counties",153,0.0011 
"53","22700","98537","WA","Cosmopolis, WA","Grays Harbor & Mason Counties",2044,0.0145 
"53","22700","98541","WA","Elma, WA","Grays Harbor & Mason Counties",10509,0.0743 
"53","22700","98546","WA","Grapeview, WA","Grays Harbor & Mason Counties",3013,0.0213 
"53","22700","98547","WA","Grayland, WA","Grays Harbor & Mason Counties",836,0.0059 
"53","22700","98548","WA","Hoodsport, WA","Grays Harbor & Mason Counties",2375,0.0168 
"53","22700","98550","WA","Hoquiam, WA","Grays Harbor & Mason Counties",11502,0.0814 
"53","22700","98552","WA","Humptulips, WA","Grays Harbor & Mason Counties",196,0.0014 
"53","22700","98555","WA","Lilliwaup, WA","Grays Harbor & Mason Counties",586,0.0041 
"53","22700","98557","WA","Mccleary, WA","Grays Harbor & Mason Counties",3695,0.0261 
"53","22700","98559","WA","Malone, WA (PO boxes)","Grays Harbor & Mason Counties",60,0.0004 
"53","22700","98560","WA","Matlock, WA","Grays Harbor & Mason Counties",154,0.0011 
"53","22700","98562","WA","Moclips, WA (PO boxes)","Grays Harbor & Mason Counties",174,0.0012 
"53","22700","98563","WA","Montesano, WA","Grays Harbor & Mason Counties",8235,0.0583 
"53","22700","98566","WA","Neilton, WA (PO boxes)","Grays Harbor & Mason Counties",299,0.0021 
"53","22700","98568","WA","Oakville, WA","Grays Harbor & Mason Counties",2696,0.0191 
"53","22700","98569","WA","Ocean Shores, WA","Grays Harbor & Mason Counties",6964,0.0493 
"53","22700","98571","WA","Pacific Beach, WA (PO boxes)","Grays Harbor & Mason Counties",483,0.0034 
"53","22700","98575","WA","Quinault, WA","Grays Harbor & Mason Counties",129,0.0009 
"53","22700","98579","WA","Rochester, WA","Grays Harbor & Mason Counties",16,0.0001 
"53","22700","98583","WA","Satsop, WA (PO boxes)","Grays Harbor & Mason Counties",144,0.001 
"53","22700","98584","WA","Shelton, WA","Grays Harbor & Mason Counties",39266,0.2778 
"53","22700","98587","WA","Taholah, WA (PO boxes)","Grays Harbor & Mason Counties",1186,0.0084 
"53","22700","98588","WA","Tahuya, WA","Grays Harbor & Mason Counties",1970,0.0139 
"53","22700","98592","WA","Union, WA","Grays Harbor & Mason Counties",2090,0.0148 
"53","22700","98595","WA","Westport, WA","Grays Harbor & Mason Counties",2995,0.0212 
"53","22900"," ","WA","[not in a ZCTA]","Island & San Juan Counties",21,0.0002 
"53","22900","98221","WA","Anacortes, WA","Island & San Juan Counties",110,0.0011 
"53","22900","98222","WA","Blakely Island, WA","Island & San Juan Counties",41,0.0004 
"53","22900","98236","WA","Clinton, WA","Island & San Juan Counties",6157,0.0588 
"53","22900","98239","WA","Coupeville, WA","Island & San Juan Counties",7394,0.0707 
"53","22900","98243","WA","Deer Harbor, WA (PO boxes)","Island & San Juan Counties",340,0.0032 
"53","22900","98245","WA","Eastsound, WA","Island & San Juan Counties",4372,0.0418 
"53","22900","98249","WA","Freeland, WA","Island & San Juan Counties",5056,0.0483 
"53","22900","98250","WA","Friday Harbor, WA","Island & San Juan Counties",8632,0.0825 
"53","22900","98253","WA","Greenbank, WA","Island & San Juan Counties",2037,0.0195 
"53","22900","98260","WA","Langley, WA","Island & San Juan Counties",5844,0.0558 
"53","22900","98261","WA","Lopez Island, WA","Island & San Juan Counties",2752,0.0263 
"53","22900","98277","WA","Oak Harbor, WA","Island & San Juan Counties",41517,0.3967 
"53","22900","98278","WA","Oak Harbor, WA","Island & San Juan Counties",1496,0.0143 
"53","22900","98279","WA","Olga, WA","Island & San Juan Counties",651,0.0062 
"53","22900","98280","WA","Orcas, WA (PO boxes)","Island & San Juan Counties",474,0.0045 
"53","22900","98282","WA","Camano Island, WA","Island & San Juan Counties",17356,0.1659 
"53","22900","98286","WA","Shaw Island, WA (PO boxes)","Island & San Juan Counties",253,0.0024 
"53","22900","98297","WA","Waldron, WA (PO boxes)","Island & San Juan Counties",142,0.0014 
"53","23301","98011","WA","Bothell, WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",27897,0.2163 
"53","23301","98028","WA","Kenmore, WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",23844,0.1849 
